,car_name,brand,model,vehicle_age,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,log_km_driven
29732,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29733,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29734,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29735,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29736,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29737,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29738,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29739,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29740,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29741,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29742,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29743,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29744,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29745,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29746,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29747,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29748,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29749,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29750,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29751,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29752,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29753,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29754,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29755,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29756,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29757,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29758,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29759,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29760,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29761,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29762,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29763,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29764,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29765,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29766,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29767,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29768,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29769,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29770,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29771,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29772,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29773,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29774,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29775,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29776,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29777,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29778,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29779,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29780,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29781,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29782,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29783,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29784,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29785,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29786,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29787,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29788,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29789,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29790,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29791,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29792,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29793,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29794,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29795,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29796,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29797,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29798,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29799,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29800,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29801,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29802,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29803,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29804,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29805,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29806,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29807,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29808,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29809,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29810,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29811,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29812,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29813,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29814,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29815,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29816,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29817,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29818,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29819,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29820,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29821,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29822,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29823,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29824,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29825,Isuzu MUX,Isuzu,MUX,2,Dealer,Diesel,Automatic,13.8,2999,174.57,7,2300000,15.053247125912426
29826,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29827,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29828,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29829,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29830,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29831,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29832,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29833,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29834,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29835,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29836,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29837,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29838,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29839,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29840,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29841,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29842,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29843,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29844,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29845,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29846,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29847,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29848,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29849,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29850,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29851,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29852,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29853,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29854,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29855,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29856,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29857,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29858,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29859,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29860,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29861,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29862,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29863,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29864,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29865,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29866,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29867,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29868,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29869,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29870,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29871,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29872,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29873,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29874,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29875,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29876,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29877,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29878,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29879,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29880,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29881,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29882,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29883,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29884,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29885,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29886,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29887,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29888,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29889,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29890,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29891,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29892,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29893,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29894,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29895,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29896,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29897,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29898,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29899,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29900,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29901,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29902,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29903,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29904,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29905,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29906,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29907,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29908,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29909,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29910,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29911,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29912,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29913,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29914,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29915,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29916,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29917,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29918,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29919,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29920,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29921,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29922,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29923,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29924,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29925,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29926,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29927,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29928,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29929,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29930,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29931,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29932,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29933,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29934,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29935,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29936,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29937,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29938,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29939,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29940,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
29941,Maserati Quattroporte,Maserati,Quattroporte,5,Dealer,Diesel,Automatic,19.23,2987,270.88,5,6000000,13.213711798105672
